Province,scenario,statistic,overlap_n,rx1day_history_mean,rx1day_external_mean,additive_bias
湖南,ssp126,p90,9,38.078414684444446,81.72999999999999,-43.65158531555556
湖南,ssp245,median,9,38.078414684444446,55.88,-17.801585315555556
湖南,ssp245,p10,9,38.078414684444446,41.132222222222225,-3.0538075377777774
湖南,ssp245,p90,9,38.078414684444446,79.64666666666666,-41.56825198222222
湖南,ssp370,median,9,38.078414684444446,56.23111111111111,-18.15269642666667
湖南,ssp370,p10,9,38.078414684444446,39.83777777777778,-1.7593630933333348
湖南,ssp370,p90,9,38.078414684444446,82.30777777777777,-44.22936309333333
湖南,ssp585,median,9,38.078414684444446,56.261111111111106,-18.182696426666666
湖南,ssp585,p10,9,38.078414684444446,41.193333333333335,-3.11491864888889
湖南,ssp585,p90,9,38.078414684444446,78.55777777777777,-40.47936309333333
甘肃,ssp119,median,9,10.272930622555556,19.98,-9.707069377444446
甘肃,ssp119,p10,9,10.272930622555556,13.204444444444444,-2.931513821888889
甘肃,ssp119,p90,9,10.272930622555556,30.668888888888887,-20.395958266333334
甘肃,ssp126,median,9,10.272930622555556,20.076666666666668,-9.803736044111112
甘肃,ssp126,p10,9,10.272930622555556,13.405555555555557,-3.1326249330000007
甘肃,ssp126,p90,9,10.272930622555556,30.843333333333337,-20.570402710777778
甘肃,ssp245,median,9,10.272930622555556,20.061111111111114,-9.788180488555556
甘肃,ssp245,p10,9,10.272930622555556,13.51,-3.237069377444445
甘肃,ssp245,p90,9,10.272930622555556,30.395555555555557,-20.122624933
甘肃,ssp370,median,9,10.272930622555556,20.11111111111111,-9.838180488555556
甘肃,ssp370,p10,9,10.272930622555556,12.761111111111111,-2.488180488555556
甘肃,ssp370,p90,9,10.272930622555556,32.373333333333335,-22.100402710777775
甘肃,ssp585,median,9,10.272930622555556,20.68,-10.407069377444445
甘肃,ssp585,p10,9,10.272930622555556,13.581111111111111,-3.3081804885555557
甘肃,ssp585,p90,9,10.272930622555556,31.077777777777776,-20.804847155222223
福建,ssp119,median,9,54.73829961333334,64.49,-9.75170038666667
福建,ssp119,p10,9,54.73829961333334,43.54333333333333,11.19496628
福建,ssp119,p90,9,54.73829961333334,97.57555555555555,-42.83725594222222
福建,ssp126,median,9,54.73829961333334,64.44444444444444,-9.70614483111111
福建,ssp126,p10,9,54.73829961333334,44.36,10.378299613333333
福建,ssp126,p90,9,54.73829961333334,96.63555555555556,-41.89725594222222
福建,ssp245,median,9,54.73829961333334,64.89777777777778,-10.159478164444444
福建,ssp245,p10,9,54.73829961333334,44.00555555555556,10.732744057777776
福建,ssp245,p90,9,54.73829961333334,96.94555555555556,-42.207255942222226
福建,ssp370,median,9,54.73829961333334,63.68111111111111,-8.942811497777777
福建,ssp370,p10,9,54.73829961333334,41.878888888888895,12.85941072444444
福建,ssp370,p90,9,54.73829961333334,102.18666666666667,-47.448367053333335
福建,ssp585,median,9,54.73829961333334,66.08777777777777,-11.349478164444447
福建,ssp585,p10,9,54.73829961333334,43.84444444444445,10.893855168888889
福建,ssp585,p90,9,54.73829961333334,98.0788888888889,-43.34058927555556
西藏,ssp119,median,9,8.720869338444444,15.146666666666667,-6.425797328222221
西藏,ssp119,p10,9,8.720869338444444,11.372222222222222,-2.6513528837777773
西藏,ssp119,p90,9,8.720869338444444,24.334444444444447,-15.613575106
西藏,ssp126,median,9,8.720869338444444,15.39777777777778,-6.676908439333333
西藏,ssp126,p10,9,8.720869338444444,11.71,-2.989130661555555
西藏,ssp126,p90,9,8.720869338444444,23.09,-14.369130661555554
