Province,Year,scenario,statistic,rx1day,additive_bias,overlap_n,rx1day_aligned
黑龙江,2028,ssp119,p90,50.25,-27.472879735555555,9,22.777120264444445
黑龙江,2029,ssp119,p90,49.61,-27.472879735555555,9,22.137120264444444
黑龙江,2030,ssp119,p90,49.0,-27.472879735555555,9,21.527120264444445
黑龙江,2031,ssp119,p90,50.06,-27.472879735555555,9,22.587120264444447
黑龙江,2032,ssp119,p90,50.26,-27.472879735555555,9,22.787120264444443
黑龙江,2033,ssp119,p90,50.07,-27.472879735555555,9,22.597120264444445
黑龙江,2034,ssp119,p90,49.4,-27.472879735555555,9,21.927120264444444
黑龙江,2035,ssp119,p90,51.64,-27.472879735555555,9,24.167120264444446
黑龙江,2036,ssp119,p90,50.92,-27.472879735555555,9,23.447120264444447
黑龙江,2037,ssp119,p90,50.52,-27.472879735555555,9,23.047120264444448
黑龙江,2038,ssp119,p90,51.35,-27.472879735555555,9,23.877120264444446
黑龙江,2039,ssp119,p90,48.39,-27.472879735555555,9,20.917120264444446
黑龙江,2040,ssp119,p90,49.1,-27.472879735555555,9,21.627120264444446
黑龙江,2041,ssp119,p90,48.86,-27.472879735555555,9,21.387120264444444
黑龙江,2042,ssp119,p90,49.33,-27.472879735555555,9,21.857120264444443
黑龙江,2043,ssp119,p90,48.68,-27.472879735555555,9,21.207120264444445
黑龙江,2044,ssp119,p90,47.69,-27.472879735555555,9,20.217120264444443
黑龙江,2045,ssp119,p90,47.56,-27.472879735555555,9,20.087120264444447
黑龙江,2046,ssp119,p90,48.3,-27.472879735555555,9,20.827120264444442
黑龙江,2047,ssp119,p90,48.59,-27.472879735555555,9,21.11712026444445
黑龙江,2048,ssp119,p90,47.69,-27.472879735555555,9,20.217120264444443
黑龙江,2049,ssp119,p90,48.31,-27.472879735555555,9,20.837120264444447
黑龙江,2050,ssp119,p90,48.23,-27.472879735555555,9,20.757120264444442
河南,2024,ssp119,p90,82.33,-35.32821319333333,9,47.001786806666665
河南,2025,ssp119,p90,77.7,-35.32821319333333,9,42.37178680666667
河南,2026,ssp119,p90,81.18,-35.32821319333333,9,45.851786806666674
河南,2027,ssp119,p90,82.29,-35.32821319333333,9,46.96178680666667
河南,2028,ssp119,p90,80.24,-35.32821319333333,9,44.91178680666666
河南,2029,ssp119,p90,82.55,-35.32821319333333,9,47.221786806666664
河南,2030,ssp119,p90,80.67,-35.32821319333333,9,45.34178680666667
河南,2031,ssp119,p90,82.26,-35.32821319333333,9,46.93178680666667
河南,2032,ssp119,p90,80.32,-35.32821319333333,9,44.99178680666666
河南,2033,ssp119,p90,78.22,-35.32821319333333,9,42.891786806666666
河南,2034,ssp119,p90,83.07,-35.32821319333333,9,47.74178680666666
河南,2035,ssp119,p90,77.21,-35.32821319333333,9,41.88178680666666
河南,2036,ssp119,p90,80.1,-35.32821319333333,9,44.77178680666666
河南,2037,ssp119,p90,80.73,-35.32821319333333,9,45.40178680666667
河南,2038,ssp119,p90,80.17,-35.32821319333333,9,44.84178680666667
河南,2039,ssp119,p90,80.09,-35.32821319333333,9,44.76178680666667
河南,2040,ssp119,p90,77.97,-35.32821319333333,9,42.641786806666666
河南,2041,ssp119,p90,76.89,-35.32821319333333,9,41.56178680666667
河南,2042,ssp119,p90,76.76,-35.32821319333333,9,41.43178680666667
河南,2043,ssp119,p90,78.4,-35.32821319333333,9,43.07178680666667
河南,2044,ssp119,p90,77.95,-35.32821319333333,9,42.62178680666667
河南,2045,ssp119,p90,80.42,-35.32821319333333,9,45.09178680666667
河南,2046,ssp119,p90,77.69,-35.32821319333333,9,42.361786806666665
河南,2047,ssp119,p90,79.61,-35.32821319333333,9,44.281786806666666
河南,2048,ssp119,p90,76.25,-35.32821319333333,9,40.92178680666667
河南,2049,ssp119,p90,78.07,-35.32821319333333,9,42.74178680666666
河南,2050,ssp119,p90,74.59,-35.32821319333333,9,39.26178680666667
湖北,2024,ssp119,p90,83.71,-40.338699221111106,9,43.37130077888889
湖北,2025,ssp119,p90,87.54,-40.338699221111106,9,47.2013007788889
湖北,2026,ssp119,p90,82.9,-40.338699221111106,9,42.5613007788889
湖北,2027,ssp119,p90,86.23,-40.338699221111106,9,45.8913007788889
湖北,2028,ssp119,p90,85.79,-40.338699221111106,9,45.4513007788889
湖北,2029,ssp119,p90,84.42,-40.338699221111106,9,44.081300778888895
湖北,2030,ssp119,p90,82.56,-40.338699221111106,9,42.221300778888896
湖北,2031,ssp119,p90,84.57,-40.338699221111106,9,44.23130077888889
湖北,2032,ssp119,p90,82.77,-40.338699221111106,9,42.43130077888889
湖北,2033,ssp119,p90,85.35,-40.338699221111106,9,45.01130077888889
湖北,2034,ssp119,p90,84.02,-40.338699221111106,9,43.68130077888889
湖北,2035,ssp119,p90,83.79,-40.338699221111106,9,43.4513007788889
湖北,2036,ssp119,p90,82.61,-40.338699221111106,9,42.27130077888889
湖北,2037,ssp119,p90,83.57,-40.338699221111106,9,43.23130077888889
湖北,2038,ssp119,p90,83.74,-40.338699221111106,9,43.40130077888889
湖北,2039,ssp119,p90,84.27,-40.338699221111106,9,43.93130077888889
湖北,2040,ssp119,p90,83.61,-40.338699221111106,9,43.27130077888889
湖北,2041,ssp119,p90,82.21,-40.338699221111106,9,41.87130077888889
湖北,2042,ssp119,p90,84.68,-40.338699221111106,9,44.3413007788889
湖北,2043,ssp119,p90,82.5,-40.338699221111106,9,42.161300778888894
湖北,2044,ssp119,p90,80.26,-40.338699221111106,9,39.9213007788889
湖北,2045,ssp119,p90,82.64,-40.338699221111106,9,42.301300778888894
湖北,2046,ssp119,p90,83.53,-40.338699221111106,9,43.191300778888895
湖北,2047,ssp119,p90,85.28,-40.338699221111106,9,44.941300778888895
湖北,2048,ssp119,p90,81.3,-40.338699221111106,9,40.96130077888889
湖北,2049,ssp119,p90,83.69,-40.338699221111106,9,43.35130077888889
湖北,2050,ssp119,p90,80.97,-40.338699221111106,9,40.63130077888889
湖南,2024,ssp119,p90,81.11,-41.701585315555555,9,39.408414684444445
湖南,2025,ssp119,p90,81.64,-41.701585315555555,9,39.938414684444446
湖南,2026,ssp119,p90,80.36,-41.701585315555555,9,38.658414684444445
湖南,2027,ssp119,p90,82.55,-41.701585315555555,9,40.84841468444444
湖南,2028,ssp119,p90,82.41,-41.701585315555555,9,40.70841468444444
湖南,2029,ssp119,p90,82.49,-41.701585315555555,9,40.78841468444444
湖南,2030,ssp119,p90,78.99,-41.701585315555555,9,37.28841468444444
湖南,2031,ssp119,p90,81.06,-41.701585315555555,9,39.35841468444445
湖南,2032,ssp119,p90,79.44,-41.701585315555555,9,37.73841468444444
湖南,2033,ssp119,p90,80.0,-41.701585315555555,9,38.298414684444445
湖南,2034,ssp119,p90,80.21,-41.701585315555555,9,38.50841468444444
湖南,2035,ssp119,p90,80.42,-41.701585315555555,9,38.71841468444445
湖南,2036,ssp119,p90,78.42,-41.701585315555555,9,36.71841468444445
湖南,2037,ssp119,p90,76.92,-41.701585315555555,9,35.21841468444445
湖南,2038,ssp119,p90,84.7,-41.701585315555555,9,42.99841468444445
湖南,2039,ssp119,p90,79.82,-41.701585315555555,9,38.11841468444444
湖南,2040,ssp119,p90,80.5,-41.701585315555555,9,38.798414684444445
湖南,2041,ssp119,p90,80.09,-41.701585315555555,9,38.38841468444445
湖南,2042,ssp119,p90,80.14,-41.701585315555555,9,38.438414684444446
湖南,2043,ssp119,p90,79.08,-41.701585315555555,9,37.378414684444444
湖南,2044,ssp119,p90,77.87,-41.701585315555555,9,36.16841468444445
湖南,2045,ssp119,p90,80.29,-41.701585315555555,9,38.58841468444445
湖南,2046,ssp119,p90,78.76,-41.701585315555555,9,37.05841468444445
湖南,2047,ssp119,p90,79.29,-41.701585315555555,9,37.58841468444445
湖南,2048,ssp119,p90,78.43,-41.701585315555555,9,36.72841468444445
湖南,2049,ssp119,p90,81.35,-41.701585315555555,9,39.64841468444444
湖南,2050,ssp119,p90,78.85,-41.701585315555555,9,37.14841468444444
江苏,2024,ssp119,p90,85.72,-22.462020012222222,9,63.25797998777777
江苏,2025,ssp119,p90,87.94,-22.462020012222222,9,65.47797998777777
江苏,2026,ssp119,p90,88.6,-22.462020012222222,9,66.13797998777777
江苏,2027,ssp119,p90,85.44,-22.462020012222222,9,62.97797998777777
江苏,2028,ssp119,p90,86.46,-22.462020012222222,9,63.99797998777777
江苏,2029,ssp119,p90,84.97,-22.462020012222222,9,62.50797998777777
江苏,2030,ssp119,p90,86.49,-22.462020012222222,9,64.02797998777777
江苏,2031,ssp119,p90,84.07,-22.462020012222222,9,61.60797998777777
江苏,2032,ssp119,p90,88.15,-22.462020012222222,9,65.68797998777778
江苏,2033,ssp119,p90,84.89,-22.462020012222222,9,62.427979987777775
江苏,2034,ssp119,p90,82.97,-22.462020012222222,9,60.50797998777777
江苏,2035,ssp119,p90,86.24,-22.462020012222222,9,63.77797998777777
江苏,2036,ssp119,p90,84.67,-22.462020012222222,9,62.207979987777776
江苏,2037,ssp119,p90,84.47,-22.462020012222222,9,62.00797998777777
江苏,2038,ssp119,p90,86.55,-22.462020012222222,9,64.08797998777777
江苏,2039,ssp119,p90,85.49,-22.462020012222222,9,63.02797998777777
江苏,2040,ssp119,p90,85.55,-22.462020012222222,9,63.08797998777777
江苏,2041,ssp119,p90,88.86,-22.462020012222222,9,66.39797998777777
江苏,2042,ssp119,p90,85.76,-22.462020012222222,9,63.29797998777778
江苏,2043,ssp119,p90,82.37,-22.462020012222222,9,59.90797998777778
江苏,2044,ssp119,p90,81.75,-22.462020012222222,9,59.287979987777774
江苏,2045,ssp119,p90,86.84,-22.462020012222222,9,64.37797998777778
江苏,2046,ssp119,p90,85.43,-22.462020012222222,9,62.96797998777778
江苏,2047,ssp119,p90,83.02,-22.462020012222222,9,60.55797998777777
江苏,2048,ssp119,p90,80.18,-22.462020012222222,9,57.71797998777778
江苏,2049,ssp119,p90,84.76,-22.462020012222222,9,62.29797998777778
江苏,2050,ssp119,p90,83.02,-22.462020012222222,9,60.55797998777777
江西,2024,ssp119,p90,90.0,-40.07349359888889,9,49.92650640111111
江西,2025,ssp119,p90,90.02,-40.07349359888889,9,49.94650640111111
江西,2026,ssp119,p90,92.93,-40.07349359888889,9,52.85650640111112
江西,2027,ssp119,p90,88.69,-40.07349359888889,9,48.61650640111111
江西,2028,ssp119,p90,91.36,-40.07349359888889,9,51.28650640111111
江西,2029,ssp119,p90,93.39,-40.07349359888889,9,53.31650640111111
江西,2030,ssp119,p90,90.09,-40.07349359888889,9,50.016506401111116
江西,2031,ssp119,p90,87.23,-40.07349359888889,9,47.156506401111116
江西,2032,ssp119,p90,88.83,-40.07349359888889,9,48.75650640111111
江西,2033,ssp119,p90,89.35,-40.07349359888889,9,49.27650640111111
江西,2034,ssp119,p90,90.17,-40.07349359888889,9,50.096506401111114
江西,2035,ssp119,p90,90.14,-40.07349359888889,9,50.06650640111111
江西,2036,ssp119,p90,88.51,-40.07349359888889,9,48.43650640111112
江西,2037,ssp119,p90,88.77,-40.07349359888889,9,48.69650640111111
江西,2038,ssp119,p90,92.13,-40.07349359888889,9,52.05650640111111
江西,2039,ssp119,p90,88.82,-40.07349359888889,9,48.746506401111105
江西,2040,ssp119,p90,91.01,-40.07349359888889,9,50.93650640111112
江西,2041,ssp119,p90,90.02,-40.07349359888889,9,49.94650640111111
江西,2042,ssp119,p90,89.5,-40.07349359888889,9,49.42650640111111
江西,2043,ssp119,p90,89.14,-40.07349359888889,9,49.06650640111111
江西,2044,ssp119,p90,88.7,-40.07349359888889,9,48.626506401111115
江西,2045,ssp119,p90,89.36,-40.07349359888889,9,49.28650640111111
江西,2046,ssp119,p90,89.04,-40.07349359888889,9,48.96650640111112
江西,2047,ssp119,p90,87.07,-40.07349359888889,9,46.996506401111105
江西,2048,ssp119,p90,87.36,-40.07349359888889,9,47.28650640111111
江西,2049,ssp119,p90,89.92,-40.07349359888889,9,49.846506401111114
江西,2050,ssp119,p90,87.19,-40.07349359888889,9,47.11650640111111
吉林,2024,ssp119,p90,59.73,-26.088978307777776,9,33.641021692222225
吉林,2025,ssp119,p90,62.04,-26.088978307777776,9,35.95102169222223
吉林,2026,ssp119,p90,61.6,-26.088978307777776,9,35.51102169222223
吉林,2027,ssp119,p90,61.17,-26.088978307777776,9,35.08102169222222
吉林,2028,ssp119,p90,62.77,-26.088978307777776,9,36.68102169222223
吉林,2029,ssp119,p90,61.22,-26.088978307777776,9,35.13102169222222
吉林,2030,ssp119,p90,59.26,-26.088978307777776,9,33.171021692222226
吉林,2031,ssp119,p90,59.76,-26.088978307777776,9,33.671021692222226
吉林,2032,ssp119,p90,61.31,-26.088978307777776,9,35.22102169222222
吉林,2033,ssp119,p90,61.91,-26.088978307777776,9,35.82102169222222
吉林,2034,ssp119,p90,61.38,-26.088978307777776,9,35.29102169222223
吉林,2035,ssp119,p90,60.62,-26.088978307777776,9,34.531021692222225
吉林,2036,ssp119,p90,62.86,-26.088978307777776,9,36.77102169222222
吉林,2037,ssp119,p90,59.02,-26.088978307777776,9,32.93102169222223
吉林,2038,ssp119,p90,59.52,-26.088978307777776,9,33.43102169222223
吉林,2039,ssp119,p90,61.99,-26.088978307777776,9,35.90102169222223
吉林,2040,ssp119,p90,60.27,-26.088978307777776,9,34.18102169222223
吉林,2041,ssp119,p90,60.93,-26.088978307777776,9,34.84102169222223
吉林,2042,ssp119,p90,59.92,-26.088978307777776,9,33.83102169222222
吉林,2043,ssp119,p90,58.88,-26.088978307777776,9,32.79102169222223
吉林,2044,ssp119,p90,59.36,-26.088978307777776,9,33.27102169222222
吉林,2045,ssp119,p90,59.61,-26.088978307777776,9,33.52102169222222
吉林,2046,ssp119,p90,58.53,-26.088978307777776,9,32.44102169222222
吉林,2047,ssp119,p90,58.91,-26.088978307777776,9,32.82102169222222
吉林,2048,ssp119,p90,59.24,-26.088978307777776,9,33.15102169222223
吉林,2049,ssp119,p90,58.54,-26.088978307777776,9,32.45102169222223
吉林,2050,ssp119,p90,59.65,-26.088978307777776,9,33.561021692222226
辽宁,2024,ssp119,p90,76.25,-27.3793678,9,48.8706322
辽宁,2025,ssp119,p90,80.99,-27.3793678,9,53.6106322
辽宁,2026,ssp119,p90,82.61,-27.3793678,9,55.2306322
辽宁,2027,ssp119,p90,80.88,-27.3793678,9,53.5006322
辽宁,2028,ssp119,p90,78.44,-27.3793678,9,51.0606322
辽宁,2029,ssp119,p90,78.83,-27.3793678,9,51.4506322
辽宁,2030,ssp119,p90,78.36,-27.3793678,9,50.9806322
辽宁,2031,ssp119,p90,76.34,-27.3793678,9,48.960632200000006
辽宁,2032,ssp119,p90,77.08,-27.3793678,9,49.7006322
辽宁,2033,ssp119,p90,79.68,-27.3793678,9,52.30063220000001
辽宁,2034,ssp119,p90,77.99,-27.3793678,9,50.6106322
辽宁,2035,ssp119,p90,76.37,-27.3793678,9,48.99063220000001
辽宁,2036,ssp119,p90,79.57,-27.3793678,9,52.190632199999996
辽宁,2037,ssp119,p90,78.15,-27.3793678,9,50.77063220000001
辽宁,2038,ssp119,p90,76.92,-27.3793678,9,49.540632200000005
辽宁,2039,ssp119,p90,81.57,-27.3793678,9,54.190632199999996
辽宁,2040,ssp119,p90,76.38,-27.3793678,9,49.0006322
辽宁,2041,ssp119,p90,76.55,-27.3793678,9,49.1706322
辽宁,2042,ssp119,p90,78.01,-27.3793678,9,50.63063220000001
辽宁,2043,ssp119,p90,75.07,-27.3793678,9,47.690632199999996
辽宁,2044,ssp119,p90,75.75,-27.3793678,9,48.3706322
辽宁,2045,ssp119,p90,76.66,-27.3793678,9,49.2806322
辽宁,2046,ssp119,p90,76.86,-27.3793678,9,49.4806322
辽宁,2047,ssp119,p90,75.57,-27.3793678,9,48.190632199999996
辽宁,2048,ssp119,p90,72.66,-27.3793678,9,45.2806322
辽宁,2049,ssp119,p90,75.81,-27.3793678,9,48.430632200000005
辽宁,2050,ssp119,p90,75.18,-27.3793678,9,47.80063220000001
内蒙古,2024,ssp119,p90,40.25,-29.270780211444446,9,10.979219788555554
内蒙古,2025,ssp119,p90,39.82,-29.270780211444446,9,10.549219788555554
内蒙古,2026,ssp119,p90,39.28,-29.270780211444446,9,10.009219788555555
内蒙古,2027,ssp119,p90,38.99,-29.270780211444446,9,9.719219788555556
内蒙古,2028,ssp119,p90,39.13,-29.270780211444446,9,9.859219788555556
内蒙古,2029,ssp119,p90,39.86,-29.270780211444446,9,10.589219788555553
内蒙古,2030,ssp119,p90,38.88,-29.270780211444446,9,9.609219788555556
内蒙古,2031,ssp119,p90,38.4,-29.270780211444446,9,9.129219788555552
内蒙古,2032,ssp119,p90,39.45,-29.270780211444446,9,10.179219788555557
内蒙古,2033,ssp119,p90,39.36,-29.270780211444446,9,10.089219788555553
内蒙古,2034,ssp119,p90,38.52,-29.270780211444446,9,9.249219788555557
内蒙古,2035,ssp119,p90,39.61,-29.270780211444446,9,10.339219788555553
内蒙古,2036,ssp119,p90,39.28,-29.270780211444446,9,10.009219788555555
内蒙古,2037,ssp119,p90,39.4,-29.270780211444446,9,10.129219788555552
内蒙古,2038,ssp119,p90,38.37,-29.270780211444446,9,9.099219788555551
内蒙古,2039,ssp119,p90,38.97,-29.270780211444446,9,9.699219788555553
内蒙古,2040,ssp119,p90,38.01,-29.270780211444446,9,8.739219788555552
内蒙古,2041,ssp119,p90,38.37,-29.270780211444446,9,9.099219788555551
内蒙古,2042,ssp119,p90,38.82,-29.270780211444446,9,9.549219788555554
内蒙古,2043,ssp119,p90,37.64,-29.270780211444446,9,8.369219788555554
内蒙古,2044,ssp119,p90,38.82,-29.270780211444446,9,9.549219788555554
内蒙古,2045,ssp119,p90,37.42,-29.270780211444446,9,8.149219788555556
内蒙古,2046,ssp119,p90,37.41,-29.270780211444446,9,8.13921978855555
内蒙古,2047,ssp119,p90,37.79,-29.270780211444446,9,8.519219788555553
内蒙古,2048,ssp119,p90,37.64,-29.270780211444446,9,8.369219788555554
内蒙古,2049,ssp119,p90,38.31,-29.270780211444446,9,9.039219788555556
内蒙古,2050,ssp119,p90,36.94,-29.270780211444446,9,7.6692197885555515
宁夏,2024,ssp119,p90,44.33,-21.14935703,9,23.180642969999997
宁夏,2025,ssp119,p90,41.92,-21.14935703,9,20.77064297
宁夏,2026,ssp119,p90,44.26,-21.14935703,9,23.110642969999997
宁夏,2027,ssp119,p90,44.93,-21.14935703,9,23.78064297
宁夏,2028,ssp119,p90,42.82,-21.14935703,9,21.67064297
宁夏,2029,ssp119,p90,42.99,-21.14935703,9,21.84064297
