Province,province,province_code,scenario,statistic,future_reference_n,future_tas_sum,hist_reference_n,hist_tas_sum,reference_n,tas_ref_1991_2020,reference_period,reference_method,reference_hist_years,reference_future_years
陕西,Shaanxi Sheng,CHN.147295920,ssp245,p10,6,66.09,24,250.67,30,10.558666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
陕西,Shaanxi Sheng,CHN.147295920,ssp245,p90,6,75.33,24,283.37,30,11.956666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
陕西,Shaanxi Sheng,CHN.147295920,ssp370,median,6,69.89,24,268.34,30,11.274333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
陕西,Shaanxi Sheng,CHN.147295920,ssp370,p10,6,65.06,24,250.67,30,10.524333333333335,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
陕西,Shaanxi Sheng,CHN.147295920,ssp370,p90,6,75.0,24,283.37,30,11.945666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
陕西,Shaanxi Sheng,CHN.147295920,ssp585,median,6,71.5,24,268.34,30,11.328,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
陕西,Shaanxi Sheng,CHN.147295920,ssp585,p10,6,66.07,24,250.67,30,10.558,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
陕西,Shaanxi Sheng,CHN.147295920,ssp585,p90,6,76.31,24,283.37,30,11.989333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
青海,Qinghai Sheng,CHN.147295919,ssp119,median,6,-14.46,24,-72.0,30,-2.882,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
青海,Qinghai Sheng,CHN.147295919,ssp119,p10,6,-19.32,24,-89.12,30,-3.6146666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
青海,Qinghai Sheng,CHN.147295919,ssp119,p90,6,-10.14,24,-58.089999999999996,30,-2.274333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
青海,Qinghai Sheng,CHN.147295919,ssp126,median,6,-14.57,24,-72.0,30,-2.8856666666666664,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
青海,Qinghai Sheng,CHN.147295919,ssp126,p10,6,-19.009999999999998,24,-89.12,30,-3.6043333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
青海,Qinghai Sheng,CHN.147295919,ssp126,p90,6,-9.61,24,-58.089999999999996,30,-2.2566666666666664,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
青海,Qinghai Sheng,CHN.147295919,ssp245,median,6,-14.379999999999999,24,-72.0,30,-2.8793333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
青海,Qinghai Sheng,CHN.147295919,ssp245,p10,6,-19.36,24,-89.12,30,-3.616,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
青海,Qinghai Sheng,CHN.147295919,ssp245,p90,6,-10.34,24,-58.089999999999996,30,-2.2809999999999997,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
青海,Qinghai Sheng,CHN.147295919,ssp370,median,6,-14.65,24,-72.0,30,-2.8883333333333336,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
青海,Qinghai Sheng,CHN.147295919,ssp370,p10,6,-20.18,24,-89.12,30,-3.6433333333333335,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
青海,Qinghai Sheng,CHN.147295919,ssp370,p90,6,-10.24,24,-58.089999999999996,30,-2.2776666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
青海,Qinghai Sheng,CHN.147295919,ssp585,median,6,-13.629999999999999,24,-72.0,30,-2.8543333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
青海,Qinghai Sheng,CHN.147295919,ssp585,p10,6,-18.53,24,-89.12,30,-3.5883333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
青海,Qinghai Sheng,CHN.147295919,ssp585,p90,6,-9.32,24,-58.089999999999996,30,-2.247,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
黑龙江,Heilongjiang Sheng,CHN.147295908,ssp119,median,6,18.09,24,55.85,30,2.4646666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
黑龙江,Heilongjiang Sheng,CHN.147295908,ssp119,p10,6,10.84,24,31.0,30,1.3946666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
黑龙江,Heilongjiang Sheng,CHN.147295908,ssp119,p90,6,23.95,24,78.42,30,3.4123333333333337,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
黑龙江,Heilongjiang Sheng,CHN.147295908,ssp126,median,6,18.1,24,55.85,30,2.4650000000000003,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
黑龙江,Heilongjiang Sheng,CHN.147295908,ssp126,p10,6,11.27,24,31.0,30,1.4089999999999998,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
黑龙江,Heilongjiang Sheng,CHN.147295908,ssp126,p90,6,24.53,24,78.42,30,3.4316666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
黑龙江,Heilongjiang Sheng,CHN.147295908,ssp245,median,6,18.17,24,55.85,30,2.467333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
黑龙江,Heilongjiang Sheng,CHN.147295908,ssp245,p10,6,11.39,24,31.0,30,1.413,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
黑龙江,Heilongjiang Sheng,CHN.147295908,ssp245,p90,6,23.330000000000002,24,78.42,30,3.3916666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
黑龙江,Heilongjiang Sheng,CHN.147295908,ssp370,median,6,17.46,24,55.85,30,2.4436666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
黑龙江,Heilongjiang Sheng,CHN.147295908,ssp370,p10,6,10.280000000000001,24,31.0,30,1.3760000000000001,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
黑龙江,Heilongjiang Sheng,CHN.147295908,ssp370,p90,6,24.4,24,78.42,30,3.427333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
黑龙江,Heilongjiang Sheng,CHN.147295908,ssp585,median,6,19.44,24,55.85,30,2.509666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
黑龙江,Heilongjiang Sheng,CHN.147295908,ssp585,p10,6,10.44,24,31.0,30,1.3813333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
黑龙江,Heilongjiang Sheng,CHN.147295908,ssp585,p90,6,24.669999999999998,24,78.42,30,3.4363333333333332,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
