AMR,Predictor,Coef,CI_lo,CI_hi,p,N,R2_within
MRSA,省平均气温,6.668322733444728,-4.694933509158116,18.031578976047573,0.25115562062091445,300,-0.5196956942500168
MRSA,省平均降水,0.10851311658157306,-1.592977013189455,1.8100032463526012,0.9006234673366675,300,-0.5196956942500168
MRSA,R1xday,0.05840715862655323,-0.3344038667996966,0.451218184052803,0.7709600484730568,300,-0.5196956942500168
MRSA,PM2.5,1.1260186541050947,-0.02113165205639289,2.2731689602665823,0.055494090433969134,300,-0.5196956942500168
MRSA,医疗水平,1.5927659825109137,-2.3627867317194697,5.548318696741297,0.4307223869586778,300,-0.5196956942500168
MRSA,GDP,1.7693063535517757,-0.7889670869259948,4.327579794029546,0.17645938726789523,300,-0.5196956942500168
MRSA,城市用水普及率,1.09427800171694,-0.9284283692546014,3.1169843726884814,0.28999878022380976,300,-0.5196956942500168
MRSA,生活垃圾无害化处理率,-0.3371371867261413,-1.3531012371504814,0.6788268636981989,0.5160226735175302,300,-0.5196956942500168
MRSA,抗菌药物使用强度,-0.12131698824360872,-0.7434393911756162,0.5008054146883988,0.702627863239949,300,-0.5196956942500168
3GCREC,省平均气温,2.73819213817288,-8.784798768809651,14.261183045155413,0.641795278632125,300,-0.24857390147301395
3GCREC,省平均降水,0.8115686222718155,-1.0139706215656503,2.6371078661092815,0.38439515647756095,300,-0.24857390147301395
3GCREC,R1xday,0.057029602383037614,-0.3560934488686219,0.4701526536346971,0.7869445140699527,300,-0.24857390147301395
3GCREC,PM2.5,0.23787631178673208,-0.5110334245358275,0.9867860481092916,0.5341398545380673,300,-0.24857390147301395
3GCREC,医疗水平,1.2124238620609369,-1.592417380574534,4.017265104696408,0.39766982377032645,300,-0.24857390147301395
3GCREC,GDP,-1.0929639185836624,-3.4296608538901054,1.2437330167227805,0.36014066620152363,300,-0.24857390147301395
3GCREC,城市用水普及率,-0.4823537860399797,-2.2575805170069048,1.2928729449269452,0.5948079830755533,300,-0.24857390147301395
3GCREC,生活垃圾无害化处理率,0.5515375405404513,-0.17601044250319253,1.2790855235840952,0.13857368786323376,300,-0.24857390147301395
3GCREC,抗菌药物使用强度,0.04323547433765997,-0.46877687426401216,0.5552478229393321,0.8686777889088497,300,-0.24857390147301395
CREC,省平均气温,0.8661289262582469,-2.6453705126246394,4.377628365141133,0.62920042679188,300,-0.28523566469069705
CREC,省平均降水,-0.21125208372855844,-0.6221428685760412,0.19963870111892432,0.3145657586495827,300,-0.28523566469069705
CREC,R1xday,0.007991083930478399,-0.05939890129563574,0.07538106915659254,0.8164034072258723,300,-0.28523566469069705
CREC,PM2.5,0.006349978301197322,-0.1688904795857089,0.18159043618810355,0.9434364422933383,300,-0.28523566469069705
CREC,医疗水平,0.21446293556899246,-0.2681342065505121,0.697060077688497,0.3845772222076842,300,-0.28523566469069705
CREC,GDP,0.0378037727623762,-0.33758626076788045,0.4131938062926328,0.8436873954249666,300,-0.28523566469069705
CREC,城市用水普及率,0.04048691089859166,-0.11113907490353864,0.19211289670072196,0.6011865465905464,300,-0.28523566469069705
CREC,生活垃圾无害化处理率,-0.02288806935168598,-0.15076927426489348,0.10499313556152153,0.7260321229903892,300,-0.28523566469069705
CREC,抗菌药物使用强度,-0.03320619748366961,-0.13020556570590333,0.06379317073856411,0.5028510038503322,300,-0.28523566469069705
QREC,省平均气温,-0.44860151133688586,-11.232374183840392,10.33517116116662,0.9350809128876318,300,0.24198495777888884
QREC,省平均降水,0.5697268769988388,-0.5123207373407535,1.6517744913384311,0.3030651847518735,300,0.24198495777888884
QREC,R1xday,0.027461841056374857,-0.2490415093479819,0.3039651914607316,0.8458129526616258,300,0.24198495777888884
QREC,PM2.5,-0.23976488214305536,-0.6759079557024767,0.19637819141636603,0.2822924216945679,300,0.24198495777888884
