Province,Year,role_id,role_label,model_id,scheme_id,scheme_source,fe_label,scenario_id,scenario_label,scenario_family,scenario_description,statistic,baseline_pred,scenario_adjustment,scenario_pred,delta_vs_baseline,rx1day_baseline,rx1day_scenario,rx1day_delta,baseline_mode,baseline_mode_label
贵州,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,19.382641036551693,0.005809990359105172,19.388451026910797,0.0058099903591042334,34.739959623708856,38.79862315333334,4.058663529624482,lancet_ets,Lancet-like ETS baseline
辽宁,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,18.81700783666134,-0.015257604741635272,18.801750231919705,-0.015257604741634623,62.220191963655544,51.561743311111115,-10.658448652544429,lancet_ets,Lancet-like ETS baseline
重庆,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,29.712679948108168,0.005974151324015726,29.718654099432182,0.005974151324014798,43.86207973077786,48.03542058,4.173340849222143,lancet_ets,Lancet-like ETS baseline
陕西,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,31.853071955908835,-0.0021539036939806195,31.850918052214855,-0.0021539036939799416,31.38664933461126,29.88200477777778,-1.5046445568334796,lancet_ets,Lancet-like ETS baseline
青海,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,25.122361507963134,0.0032485824876813557,25.125610090450817,0.003248582487682228,5.951731028433,8.221081311444445,2.2693502830114456,lancet_ets,Lancet-like ETS baseline
黑龙江,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,28.704012042104328,-0.0045809506786053346,28.699431091425723,-0.004580950678604978,26.89610696780329,23.696009153333332,-3.2000978144699594,lancet_ets,Lancet-like ETS baseline
上海,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,28.629659469950855,-0.01797097458768171,28.611688495363175,-0.017970974587679933,115.39469490289476,102.84077748777779,-12.55391741511697,lancet_ets,Lancet-like ETS baseline
云南,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,29.920048155908628,0.013757874472515471,29.93380603038114,0.013757874472513976,20.84046911840916,30.45125673,9.61078761159084,lancet_ets,Lancet-like ETS baseline
内蒙古,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,29.979943203443046,-0.0013809480693587784,29.97856225537369,-0.0013809480693574017,12.931681364238123,11.96699756633333,-0.9646837979047937,lancet_ets,Lancet-like ETS baseline
北京,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,35.76044341101053,-0.028036645846773192,35.73240676516375,-0.028036645846775343,85.51864526557621,65.93318901555557,-19.58545625002064,lancet_ets,Lancet-like ETS baseline
吉林,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,30.383208273313116,-0.010873460408411398,30.372334812904704,-0.010873460408411972,43.92574370177605,36.32991058111111,-7.595833120664942,lancet_ets,Lancet-like ETS baseline
四川,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,29.173766644685863,0.013201888526234717,29.1869685332121,0.01320188852623616,15.418393935188469,24.640788495555555,9.222394560367086,lancet_ets,Lancet-like ETS baseline
天津,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,28.855126377909986,0.07884137417265262,28.93396775208264,0.07884137417265435,23.534591889264505,78.61051976555555,55.07592787629105,lancet_ets,Lancet-like ETS baseline
宁夏,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,25.51294639342082,0.013199377615663224,25.526145771036482,0.013199377615663366,16.651113558278134,25.871754081111114,9.22064052283298,lancet_ets,Lancet-like ETS baseline
安徽,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,19.923774906098103,0.08234388198421318,20.006118788082315,0.08234388198421172,0.39409082847862464,57.91675266444445,57.52266183596583,lancet_ets,Lancet-like ETS baseline
山东,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,26.049221862130043,-0.014395642589398561,26.034826219540644,-0.01439564258939896,66.69212283533625,56.635811903333334,-10.056310932002916,lancet_ets,Lancet-like ETS baseline
山西,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,29.552800061741905,0.007213066445939878,29.560013128187844,0.007213066445938665,31.23025230049783,36.26905751555556,5.038805215057728,lancet_ets,Lancet-like ETS baseline
广东,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,30.227363841687712,0.11294270417527799,30.34030654586299,0.11294270417527841,-8.631537342966666,70.26643081888888,78.89796816185554,lancet_ets,Lancet-like ETS baseline
广西,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,30.42963585157488,0.06987855573277083,30.49951440730765,0.06987855573277102,6.445867726925684,55.26067259333334,48.814804866407655,lancet_ets,Lancet-like ETS baseline
新疆,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,25.323679693872077,0.0012058783678140213,25.32488557223989,0.0012058783678128293,3.9681688680408773,4.810554870444443,0.8423860024035661,lancet_ets,Lancet-like ETS baseline
江苏,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,24.48060382742358,0.018071949888884983,24.498675777312464,0.01807194988888483,65.94019129570692,78.56464665444446,12.624455358737535,lancet_ets,Lancet-like ETS baseline
江西,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,29.672263369649695,0.013505146948741501,29.685768516598436,0.013505146948741498,52.036710167827735,61.470950845555556,9.434240677727821,lancet_ets,Lancet-like ETS baseline
河北,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,28.61718234329627,-0.05506198091152047,28.56212036238475,-0.05506198091152115,82.19397863597658,43.72953377777778,-38.464444858198796,lancet_ets,Lancet-like ETS baseline
河南,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,20.759177746012945,-0.11656725524406863,20.642610490768877,-0.11656725524406752,130.78396645835275,49.35400902888889,-81.42995742946385,lancet_ets,Lancet-like ETS baseline
浙江,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,20.42076457436648,0.11509594393581764,20.535860518302297,0.11509594393581679,-14.404012986043568,65.99813593111112,80.40214891715469,lancet_ets,Lancet-like ETS baseline
海南,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,27.212778743264707,0.056468003154051184,27.26924674641876,0.05646800315405187,67.50588193236415,106.95252656111113,39.44664462874698,lancet_ets,Lancet-like ETS baseline
湖北,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,29.80911874474936,0.021560468961610183,29.83067921371097,0.021560468961610013,37.339883522154366,52.401300778888896,15.06141725673453,lancet_ets,Lancet-like ETS baseline
湖南,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,30.382399624793386,0.020951720065712203,30.4033513448591,0.020951720065713886,32.73558223131605,47.371748017777776,14.636165786461724,lancet_ets,Lancet-like ETS baseline
甘肃,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,28.760179756855663,0.0064252935768603315,28.766605050432524,0.0064252935768607244,8.398881438664631,12.887375066999997,4.488493628335366,lancet_ets,Lancet-like ETS baseline
福建,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,21.884734623855326,0.029457949584240903,21.914192573439568,0.029457949584241305,36.12441289967077,56.70274405777777,20.578331158106998,lancet_ets,Lancet-like ETS baseline
西藏,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,28.19774283428031,0.022612082498511165,28.22035491677882,0.022612082498511654,-0.5629474846893467,15.233091560666669,15.796039045356014,lancet_ets,Lancet-like ETS baseline
贵州,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,19.382641036551693,0.007982694302604716,19.390623730854298,0.007982694302604898,34.739959623708856,40.316400931111104,5.5764413074022485,lancet_ets,Lancet-like ETS baseline
辽宁,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,18.81700783666134,-0.00893354114035105,18.80807429552099,-0.008933541140351053,62.220191963655544,55.97952108888889,-6.240670874766657,lancet_ets,Lancet-like ETS baseline
重庆,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,29.712679948108168,0.0021122734507968833,29.714792221558966,0.002112273450798341,43.86207973077786,45.33764280222222,1.4755630714443626,lancet_ets,Lancet-like ETS baseline
陕西,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,31.853071955908835,0.003031319480110581,31.856103275388946,0.003031319480111705,31.38664933461126,33.50422700000001,2.1175776653887475,lancet_ets,Lancet-like ETS baseline
青海,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,25.122361507963134,0.0045607938737627154,25.126922301836895,0.004560793873761071,5.951731028433,9.137747978111111,3.1860169496781117,lancet_ets,Lancet-like ETS baseline
黑龙江,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,28.704012042104328,-0.003235337548150993,28.700776704556176,-0.003235337548151307,26.89610696780329,24.636009153333333,-2.260097814469958,lancet_ets,Lancet-like ETS baseline
上海,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,28.629659469950855,-0.024711764714000266,28.604947705236857,-0.02471176471399872,115.39469490289476,98.13188859888889,-17.262806304005863,lancet_ets,Lancet-like ETS baseline
云南,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,29.920048155908628,0.01120661742612213,29.93125477333475,0.011206617426122278,20.84046911840916,28.669034507777774,7.828565389368613,lancet_ets,Lancet-like ETS baseline
内蒙古,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,29.979943203443046,-0.0033707376984348754,29.97657246574461,-0.0033707376984359882,12.931681364238123,10.57699756633333,-2.3546837979047925,lancet_ets,Lancet-like ETS baseline
北京,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,35.76044341101053,-0.010724998906034395,35.74971841210449,-0.010724998906034955,85.51864526557621,78.02652234888889,-7.492122916687322,lancet_ets,Lancet-like ETS baseline
吉林,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,30.383208273313116,-0.00633241373294196,30.376875859580174,-0.0063324137329416885,43.92574370177605,39.50213280333333,-4.423610898442718,lancet_ets,Lancet-like ETS baseline
四川,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,29.173766644685863,0.010569512957792716,29.184336157643656,0.010569512957793847,15.418393935188469,22.801899606666666,7.383505671478197,lancet_ets,Lancet-like ETS baseline
天津,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,28.855126377909986,0.07714106632814235,28.93226744423813,0.07714106632814222,23.534591889264505,77.42274198777778,53.88815009851328,lancet_ets,Lancet-like ETS baseline
宁夏,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,25.51294639342082,0.012437499732108106,25.525383893152927,0.012437499732108392,16.651113558278134,25.33953185888889,8.688418300610756,lancet_ets,Lancet-like ETS baseline
安徽,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,19.923774906098103,0.07281802260089042,19.996592928698995,0.07281802260089165,0.39409082847862464,51.26230822,50.86821739152138,lancet_ets,Lancet-like ETS baseline
山东,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,26.049221862130043,-0.015586971472034859,26.033634890658007,-0.015586971472036026,66.69212283533625,55.803589681111106,-10.888533154225144,lancet_ets,Lancet-like ETS baseline
山西,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,29.552800061741905,0.004774739106712333,29.557574800848617,0.004774739106711223,31.23025230049783,34.565724182222226,3.335471881724395,lancet_ets,Lancet-like ETS baseline
广东,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,30.227363841687712,0.10120596742631516,30.328569809114025,0.10120596742631349,-8.631537342966666,62.067541930000004,70.69907927296667,lancet_ets,Lancet-like ETS baseline
广西,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,30.42963585157488,0.06210549264940159,30.49174134422428,0.06210549264940113,6.445867726925684,49.83067259333333,43.38480486640765,lancet_ets,Lancet-like ETS baseline
新疆,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,25.323679693872077,0.0007064427614751771,25.324386136633553,0.0007064427614764668,3.9681688680408773,4.461665981555555,0.49349711351467773,lancet_ets,Lancet-like ETS baseline
江苏,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,24.48060382742358,-0.0002990095162540714,24.480304817907324,-0.00029900951625450034,65.94019129570692,65.73131332111112,-0.2088779745958078,lancet_ets,Lancet-like ETS baseline
江西,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,29.672263369649695,-0.0013140936380706732,29.670949276011623,-0.0013140936380722223,52.036710167827735,51.118728623333325,-0.9179815444944097,lancet_ets,Lancet-like ETS baseline
河北,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,28.61718234329627,-0.0542221656244284,28.562960177671844,-0.054222165624427276,82.19397863597658,44.31620044444445,-37.87777819153213,lancet_ets,Lancet-like ETS baseline
河南,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,20.759177746012945,-0.12505447943331732,20.63412326657963,-0.1250544794333166,130.78396645835275,43.42512014,-87.35884631835276,lancet_ets,Lancet-like ETS baseline
浙江,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,20.42076457436648,0.1033210337647142,20.524085608131195,0.1033210337647148,-14.404012986043568,57.77258037555555,72.17659336159912,lancet_ets,Lancet-like ETS baseline
海南,2050,robust_strict_fe,稳健性模型 3,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,27.212778743264707,0.032561897538532586,27.24534064080324,0.03256189753853178,67.50588193236415,90.25252656111113,22.746644628746978,lancet_ets,Lancet-like ETS baseline
